term,index
dreamy,2853
norm,6131
girls,3934
woodstoves,9864
toilets,9093
breathe,1235
concentration,1982
ferrari,3517
measures,5635
skewed,8191
patients,6516
vivid,9590
raises,7251
quiet,7211
taviplace,8867
remote,7469
dirtiest,2684
demo,2514
arrest,610
turkey,9285
prod,7034
obasanjo,6199
ports,6865
foggy,3668
6c,112
shaking,8033
impacting,4593
weekend,9730
rushed,7753
ellen,3035
free,3750
standstill,8482
realize,7307
skincare,8195
councillor,2169
charger,1612
trips,9245
pulling,7150
canada,1431
coral,2132
terribly,8938
faced,3390
toxicity,9148
alarmed,384
kits,5055
minute,5793
iot,4822
houseplants,4452
wasted,9682
understanding,9363
formal,3710
revitalise,7616
plankton,6726
predictable,6928
understood,9365
supplement,8724
serial,7992
disposal,2736
vitamins,9588
tennis,8927
airflow,366
parkinson,6469
areas,594
pale,6440
spots,8432
caring,1494
herb,4314
reuse,7597
breastfeeding,1232
emergency,3049
planted,6733
breached,1218
hazy,4247
rain,7243
spectrum,8387
materials,5593
scenery,7848
africanrubiz,318
admission,268
deliver,2498
winter,9819
attributable,715
intensity,4771
utility,9463
pockets,6788
reusable,7596
guardiola,4109
disappointed,2694
fox,3729
soon,8327
destruction,2590
ewing,3253
springst,8443
mc,5617
wor,9868
refineries,7378
weh,9735
buried,1346
proposing,7093
exists,3307
priority,7008
checker,1635
promote,7074
catch,1525
multiple,5939
flash,3619
cards,1484
teenage,8907
abs,156
def,2462
australia,730
possible,6877
breakingnews,1228
mayoroflondon,5612
beatncds,900
vibes,9533
expands,3315
english,3123
thien,8999
freezing,3757
wifi,9790
converted,2109
denis,2530
hazardous,4243
gov,4008
workplace,9880
scarfie,7839
recommended,7338
combustion,1908
jab,4874
turns,9291
base,851
receives,7324
ford,3694
brake,1201
begin,921
variety,9493
shocking,8091
shake,8032
widespread,9788
confirm,2006
farted,3454
pig,6681
regards,7396
yg,9959
highlights,4336
tropical,9248
genius,3898
vacuum,9472
announcement,497
close,1814
mot,5894
hand,4174
luckily,5451
dot,2812
turn,9286
halts,4162
cristo,2250
lab,5084
klopp,5056
scary,7843
geography,3906
lovelondon,5431
flat,3620
return,7584
technologies,8901
vehicle,9508
attending,710
loski,5415
mane,5529
conditioner,1995
piccadilly,6668
trouble,9249
applied,558
fragrance,3738
discontinue,2705
ing,4703
lhr,5242
affect,306
venus,9516
fastest,3461
antarctic,510
rose,7711
ventilation,9513
ability,149
sleepless,8218
shou,8111
env,3147
epidemiology,3167
patriarchal,6517
antibiotics,519
sector,7930
rts,7730
peaked,6545
envir,3149
mega,5659
hp,4457
ico,4529
pcb,6536
foam,3661
mosques,5891
buds,1321
cladding,1733
cholesterol,1687
announce,495
lmaoooooo,5342
21stcentury,48
threat,9019
applications,557
scientists,7865
vintage,9557
needed,6017
urges,9443
expansion,3316
darkcloud,2374
trish,9246
detectors,2599
londons,5383
hire,4356
useful,9452
piece,6678
newly,6062
tiny,9072
opchemtrails,6298
babe,782
agents,330
islands,4849
google,3997
healthy,4268
mentioned,5680
breat,1233
ring,7651
heating,4283
cleanspace,1778
deep,2456
decreasing,2453
booth,1155
shoot,8095
congratulations,2020
jus,4977
boasting,1120
squad,8448
spiders,8402
token,9094
moderate,5840
lunch,5460
resistant,7543
testing,8950
ideology,4541
foh,3669
robin,7681
pr,6907
editor,2981
stall,8473
m8,5475
organisations,6345
juice,4962
junction,4971
wastes,9683
owner,6397
pointed,6795
popsicles,6855
vaccines,9471
handshake,4181
meets,5658
photoshopping,6653
factory,3400
psychological,7130
unveiled,9417
rides,7642
ipob,4828
treated,9211
anybody,526
experienced,3326
pigeons,6682
ti,9050
cases,1513
madrid,5485
southeast,8360
opportunity,6316
greece,4056
defoe,2475
attack,700
indonesia,4667
talks,8848
strength,8599
buyers,1375
kent,5009
hahaha,4150
complete,1966
hopeful,4408
morden,5881
teenagers,8909
recycling,7355
grateful,4042
leave,5195
watery,9697
lose,5412
mints,5792
section,7929
tom,9099
brits,1272
throw,9031
shifts,8071
atlas,691
bitcoin,1028
draws,2846
4c,93
nepal,6041
crashes,2216
hi,4325
figured,3548
4pm,98
ensuring,3134
jokes,4937
exp,3311
11c,17
cages,1397
joseph,4946
proven,7115
hedges,4292
horrifying,4421
refreshing,7385
sharing,8048
admitting,273
laying,5166
budget,1318
stranger,8582
slaps,8210
belugasolar,947
interview,4786
attention,711
unprecedented,9406
unemployment,9372
wef,9734
srm,8453
coverup,2199
disaster,2697
realise,7303
vocals,9592
selfcare,7953
no2plan,6110
dramatic,2839
rings,7652
urgency,9440
normally,6133
fracking,3736
dumps,2903
universal,9393
scottish,7878
hospitals,4432
boris,1161
ero,3185
note,6146
csg,2283
kicks,5023
dare,2371
spinning,8409
barrier,847
work,9873
success,8662
pack,6413
combining,1906
comment,1919
melt,5663
developments,2611
newcastle,6058
marr,5568
sims,8162
digest,2660
wher,9775
illustrated,4570
stealing,8521
reaffirms,7301
performance,6585
lip,5310
yup,9984
hanging,4186
trading,9165
wrecking,9915
sunny,8712
agreed,337
lay,5163
amazed,445
poetry,6793
bitch,1026
movies,5919
matthew,5601
settlement,8010
oceanic,6225
pruitt,7126
av,746
midnight,5745
prodigy,7035
depressed,2550
unfriend,9380
supreme,8739
lauren,5153
pcbs,6537
afford,311
today,9086
commitments,1929
towns,9145
reminder,7464
gore,4000
package,6414
fourth,3728
songs,8324
lean,5188
career,1487
dread,2848
cull,2293
simpson,8161
mu,5932
incl,4634
hours,4447
nope,6128
meal,5622
acoustic,213
ginger,3931
cities,1719
fishing,3600
bu,1309
shoes,8093
avoiding,756
watched,9690
evans,3233
aging,334
bubble,1310
pool,6845
slowing,8229
fc,3479
embrace,3045
created,2221
horrendous,4418
acres,215
abt,168
prevents,6985
cure,2307
lined,5299
equality,3172
1st,42
greeninfrastructure,4066
spreading,8440
swallowing,8780
purpose,7174
boars,1119
ghana,3918
delhismog,2491
poli,6809
extracted,3369
begun,924
welfare,9746
desire,2578
control,2095
quick,7208
mp3,5923
sinking,8173
shallow,8036
tagged,8834
400ppm,88
nanjing,5979
self,7952
launching,5150
fewer,3523
frequent,3761
clinton,1808
noaa,6113
mmm,5825
comply,1974
fume,3809
surreal,8754
levy,5234
asking,649
weather,9719
size,8188
flavour,3622
generations,3892
goats,3974
hanger,4185
define,2471
roundabout,7719
monsanto,5863
strategy,8586
25th,55
seri,7991
wt,9926
brea,1216
meps,5685
awkward,773
constructive,2048
acidification,210
seizures,7948
dodgy,2780
holborn,4374
euphoria,3221
kings,5048
piss,6704
ronaldo,7704
wide,9785
present,6955
trending,9222
cyp,2334
ov,6375
smog,8252
gary,3857
consumption,2060
burst,1355
orange,6331
2pm,68
systems,8821
christian,1696
ink,4722
flawed,3623
expresso,3354
horrific,4420
bigben,984
acquired,214
pen,6564
inflator,4691
surviving,8763
breeze,1242
edition,2980
schemes,7853
wsj,9925
posters,6883
legislation,5212
household,4450
incurable,4650
immediately,4581
depends,2545
competitive,1960
halve,4163
athletics,689
underestimate,9355
organ,6342
session,8002
preventing,6983
temple,8922
metaphor,5709
bothered,1171
runs,7749
bbmas,881
performing,6588
cass,1515
moral,5879
exposed,3347
weekly,9732
drug,2885
representing,7512
pm10,6781
somewhat,8321
aroma,609
heartbreaking,4276
realised,7304
expect,3318
rick,7638
commute,1942
mp,5922
children,1663
bubbles,1311
arguing,597
westminster,9758
belly,942
blessings,1067
shattering,8051
ariana,600
living,5336
extremes,3374
indians,4657
tf,8958
clientearth,1792
commuter,1943
steps,8534
14th,25
vi,9529
junior,4975
southampton,8359
prompts,7079
rihanna,7650
trigger,9234
mourinho,5910
ham,4166
huffpost,4470
iaq,4522
expression,3353
gate,3864
hackney,4148
faster,3460
religious,7446
frustrating,3788
christ,1695
hidden,4327
students,8632
tricks,9229
responding,7557
aint,360
mechanisms,5639
investor,4812
pair,6434
fro,3779
handed,4175
prostate,7096
npr,6160
arctic,592
gon,3985
tactics,8829
precisely,6926
groundbreaking,4091
eaters,2953
4am,92
politician,6819
recreated,7349
falsified,3429
guns,4128
path,6509
division,2757
challenge,1585
archive,589
feb,3491
mosquitoes,5892
conditioning,1996
initiatives,4716
senior,7969
rubbish,7733
a20,137
12th,23
hes,4321
relate,7424
artery,627
fallout,3426
brown,1291
prisoners,7012
insomnia,4740
prevalent,6977
letting,5231
industries,4673
disappear,2692
nk,6106
spreads,8441
bastard,861
clients,1793
hygiene,4510
purifying,7171
calls,1410
doubling,2817
tr,9155
promises,7071
personally,6608
armys,606
strauss,8588
trapping,9201
fa,3382
route,7722
mosque,5890
7th,119
watchdog,9688
surcharge,8740
rates,7278
active,225
irradiated,4839
premiums,6944
established,3206
hitler,4362
acne,212
brat,1210
bushy,1362
volcanic,9597
vanish,9485
sofa,8296
hella,4301
nephew,6042
drake,2837
higher,4331
setting,8006
accelerate,178
purify,7170
storms,8572
ranks,7263
cutting,2323
ch,1578
sk,8190
24th,53
spare,8372
medicines,5648
wld,9838
spain,8370
favorite,3473
nitrous,6104
deck,2440
concept,1984
shows,8122
nebula,6011
davies,2393
usual,9458
phalen,6623
miners,5772
pump,7154
survive,8761
herbs,4316
tehran,8912
disclosure,2702
patriotic,6520
lately,5135
farringdon,3452
eruption,3191
walls,9647
cricket,2236
lands,5119
keats,4995
readers,7296
revenue,7604
kinder,5042
writes,9919
bloodstream,1094
cap,1455
statement,8503
hindus,4352
muslim,5953
engine,3116
wrapping,9914
classrooms,1752
identified,4539
pollutes,6837
c40,1382
austerity,729
minds,5769
accessible,185
charging,1614
nitrogen,6103
ct,2287
korean,5076
pace,6411
aviation,751
strike,8611
joy,4954
br,1193
hedge,4290
banter,835
secure,7932
apps,578
recognise,7332
melbourne,5661
corps,2144
apr,579
wider,9787
peers,6561
fda,3480
freeevans,3753
safe,7768
reefs,7366
ii,4560
throat,9030
education,2987
bush,1361
lag,5100
april,580
hosting,4436
prime,6997
paramedics,6458
jobs,4926
billy,999
adorable,278
headline,4255
african,317
alaska,388
dagenham,2345
peep,6558
liam,5244
flooding,3637
huh,4476
funding,3817
luke,5456
counting,2175
cost,2157
guru,4129
ngo,6074
pile,6684
ghost,3922
gods,3977
pressed,6966
praises,6913
prioritise,7007
dismantling,2729
miniiceage,5779
spit,8415
invade,4799
christmas,1697
fabulous,3385
campaigned,1423
negate,6022
bike,992
montage,5866
cross,2262
environmentalist,3157
village,9552
birthright,1023
led,5200
bs,1300
reps,7514
appg,552
stunning,8642
cows,2201
list,5314
bass,860
wmo,9839
critically,2253
ecology,2963
duck,2894
riverdale,7666
tourists,9139
obesity,6201
best,960
brace,1195
communities,1940
file,3550
acceptable,181
compilation,1961
clea,1756
putney,7182
surprising,8752
carefully,1489
assault,657
returned,7585
cancelling,1438
amazon,448
nox,6156
assessments,664
overwhelmed,6392
immigrants,4584
oven,6378
attributed,717
brush,1295
thailand,8963
raising,7252
winner,9815
fulham,3806
acid,208
absorbing,163
elephant,3026
defra,2477
paid,6425
global,3952
blogbillionaire,1087
domestic,2793
losses,5417
spent,8396
obstructive,6213
panting,6449
tonne,9108
declaration,2441
fundamental,3815
ingesting,4705
destructive,2591
trash,9203
davidattenborough,2391
street,8596
metals,5708
skip,8196
missed,5804
modal,5835
china,1672
disney,2731
popped,6853
glenhurst,3949
vw,9625
arrived,615
inform,4696
ff,3524
reached,7287
deadlines,2408
department,2538
involve,4819
gop,3998
middle,5743
biotechnology,1017
sinks,8174
slough,8226
olympics,6275
ordered,6337
tiger,9059
carmakers,1498
tcharge,8879
youtuber,9980
enforcement,3110
make,5506
old,6264
lukakus,5455
diets,2649
fleet,3625
losing,5414
uclmun,9323
audits,723
ya,9939
mayor,5610
highs,4338
blues,1111
cd,1548
harlem,4209
cameron,1419
royal,7727
verdict,9517
demonstrating,2522
andrewgarfield,479
plated,6745
metro,5719
superhighway,8720
wakin,9635
cromwell,2259
act,218
epidemic,3166
stoke,8550
occasionally,6217
jimmy,4920
suleman,8698
rural,7751
retweeted,7589
pollen,6823
denying,2537
epa,3163
balloon,811
storm,8570
4th,99
verification,9519
core,2134
zelda,9988
birmingham,1020
motor,5899
british,1270
mogg,5845
convention,2103
parsonsgreen,6475
noxious,6157
blood,1092
consensus,2029
visual,9582
continent,2078
cbd,1543
zero,9990
hampstead,4172
nation,5990
thousands,9016
play,6749
carmaker,1497
op,6296
area,593
sugar,8684
dumezweni,2899
warmer,9665
telling,8917
decarbonising,2431
engineers,3120
gallons,3837
rice,7634
fr,3733
instrument,4758
boobs,1144
landing,5115
level,5232
press,6965
shawols,8053
oneless,6282
activetravel,227
parisagreement,6465
dollars,2791
correctly,2147
brakes,1202
curie,2310
blizza,1076
soup,8352
eno,3131
gunna,4127
ties,9058
prayer,6919
celebration,1556
feminist,3514
index,4654
literal,5321
legit,5213
ward,9660
regardless,7395
recommends,7339
complicated,1972
lucky,5452
box,1185
detecting,2596
logan,5369
propaganda,7082
sentenced,7979
keeper,4998
punishment,7162
gratitude,4043
thursdaythoughts,9047
employees,3075
force,3690
theclash,8977
investigation,4808
appeals,546
limited,5293
clima,1794
deadliest,2406
foamed,3662
allergic,416
pharmaceuticals,6626
removes,7473
architecture,588
cosmic,2156
noel,6117
initial,4714
scandal,7834
prevention,6984
barca,838
dana,2359
angeles,483
goo,3988
receive,7322
linked,5306
schneider,7855
inhale,4710
twerk,9301
bowel,1182
exposures,3351
amy,470
cou,2164
sm,8231
quite,7215
sleep,8216
nuclear,6163
blew,1068
incredibly,4649
predicting,6930
solar,8304
example,3264
soulecting,8345
vat,9499
climatemarch,1798
ozone,6407
floor,3639
spectacular,8386
fibres,3531
serkis,7995
consideration,2036
thanking,8968
likely,5283
nationalise,5993
blowing,1102
solarpower,8305
interracial,4783
cohort,1860
presenter,6958
continued,2080
expo,3343
blocks,1085
bighit,989
zombie,9993
option,6328
congested,2016
cooling,2119
massively,5583
crystalpalace,2282
kerbside,5012
lane,5121
overhaul,6385
jim,4917
possibly,6878
contaminating,2071
released,7436
feels,3504
goods,3995
polluters,6835
filtering,3560
bigger,987
reluctant,7447
clever,1788
million,5762
washing,9678
birth,1021
extension,3358
myweather,5963
approach,568
hurricanes,4496
stupid,8643
months,5871
affected,307
voucher,9616
shameless,8039
tpe,9154
served,7997
detector,2598
historical,4359
heathrow,4282
battery,870
phv,6656
speak,8375
roughly,7717
cabbies,1386
reveal,7600
cany,1454
tottenham,9130
potential,6888
dance,2360
saveshefftrees,7820
breach,1217
tunes,9280
user,9454
bench,950
average,749
toothless,9117
charlie,1618
triggers,9237
trial,9225
threatening,9022
fraud,3745
motorists,5901
spill,8405
miserable,5799
sdgs,7899
whales,9764
no1,6108
theories,8983
fever,3522
let,5225
oh,6253
barley,844
egg,3004
design,2572
timeline,9067
check,1633
fidgets,3536
rachel,7227
derived,2561
reset,7533
artificial,633
invites,4817
cringe,2244
dodging,2779
lowcarbon,5438
grass,4040
female,3512
shooting,8096
entertainment,3139
nah,5969
showed,8118
merry,5693
vase,9497
tracker,9159
afropunk,320
topics,9120
khan,5018
swag,8778
really,7309
norman,6134
unpleasantness,9405
duo,2906
reminds,7466
hardcore,4201
persiste,6603
enthralled,3140
chicken,1659
kissing,5052
consumer,2056
gala,3834
smoker,8257
water,9692
individuals,4666
spoke,8422
vent,9512
volunteer,9604
hero,4318
metabolism,5706
interact,4773
foodwaste,3682
hail,4152
emission,3058
dragon,2831
kicking,5022
diamond,2629
ummu,9340
gets,3915
pioneering,6698
nullified,6168
lethal,5227
cargo,1492
yeah,9948
wolves,9846
produced,7038
awesome,771
supply,8729
ast,677
saw,7824
hypertension,4513
discovers,2709
decades,2429
warmest,9666
corporations,2143
disastrous,2699
disruption,2742
grants,4035
subscribe,8655
reduce,7359
muslims,5954
02gmt,1
mud,5935
resp,7550
zones,9996
labs,5091
everyday,3243
kwh,5081
fl,3613
chemtrails,1650
received,7323
gender,3882
uncontrolled,9352
fifa,3539
diane,2631
noon,6127
r1200,7222
bother,1170
forgive,3705
responses,7560
bullied,1336
diagnose,2624
shoulders,8114
electrical,3018
focus,3663
orders,6339
ons,6289
linus,5309
highlight,4333
mix,5817
diseas,2720
excise,3277
bruno,1294
underrated,9361
august,725
yield,9961
deluded,2506
pls,6771
rent,7482
directorial,2680
regions,7402
smogday,8253
resort,7547
boundaries,1179
seat,7915
teams,8889
melting,5664
deemed,2455
soak,8282
clark,1743
minimum,5783
tube,9266
cream,2219
include,4635
adopted,276
flint,3632
mild,5752
fights,3546
lingering,5303
epilepsy,3168
scratch,7884
des,2562
characters,1608
update,9421
unable,9341
items,4866
cleaned,1765
vicky,9536
pollinators,6825
regular,7408
halo,4160
poem,6791
stairs,8469
preview,6986
installed,4751
right,7647
direct,2674
fraction,3737
bags,800
lmaoo,5338
literally,5322
contaminate,2069
meas,5629
gzenter10ment,4138
warnings,9673
conservative,2033
resolve,7546
completely,1968
wallpaper,9646
blackheath,1040
oceans,6227
chart,1619
smarenmoney,8235
da,2339
hammersmith,4169
flyover,3657
fiveways,3608
guy,4133
microplastics,5740
stinks,8545
funded,3816
experiences,3327
festival,3519
healthier,4266
degradable,2478
rhinosinusitis,7627
ian1,4521
marriage,5569
excess,3274
bargain,842
caterpillar,1528
reef,7365
board,1118
revision,7614
adoption,277
hamilton,4167
m3,5474
balochistan,815
virginia,9566
pl,6712
question,7204
thunderstormasthma,9042
sundays,8709
autism,736
forms,3713
machine,5478
taken,8839
whooping,9780
forces,3692
rees,7367
confirmed,2008
handy,4183
emergencies,3048
calf,1405
glad,3943
modi,5842
rub,7731
lunchtime,5461
alert,396
fukushima,3804
aimed,357
cleanse,1775
backs,789
manager,5521
motion,5897
pollutants,6831
hunt,4492
subsidy,8657
30m,71
impoverishment,4611
spicy,8400
contributions,2092
powerful,6902
mandeep,5527
opchempba,6297
holy,4388
transparent,9195
n45m,5966
volcanoes,9599
handle,4177
basepoint,854
benefit,954
chimney,1670
aq,581
wicked,9784
aiming,358
europeans,3225
company,1948
sola,8303
cared,1486
ups,9427
urea,9436
aircraft,363
benin,956
telegraph,8914
means,5627
mentions,5682
developed,2608
blend,1063
peter,6616
blogs,1089
yes,9957
cam,1413
locked,5366
drastically,2842
reasonable,7311
regret,7406
unfortunately,9379
wizkid,9836
grim,4082
backed,786
retailers,7577
htt,4464
orcas,6334
macbook,5477
tall,8849
cans,1450
feared,3484
bez,971
beers,916
teaching,8886
deepest,2458
shifted,8069
taxpayers,8874
delay,2484
loosely,5405
ldn,5172
colorado,1891
come,1909
kevin,5013
yoshi,9971
queens,7201
squads,8449
peaks,6546
delhi,2490
rotherhithe,7714
stretch,8606
coup,2181
stratford,8587
province,7121
heads,4257
avenue,748
produces,7041
pre,6922
guideline,4118
despite,2584
mag,5486
thoughts,9014
nowplaying,6155
fantastic,3441
hav,4233
questions,7205
container,2066
wanted,9655
wembley,9751
horoscope,4417
fakegreen,3419
tap,8853
print,7001
fighters,3542
suite,8696
evolve,3250
sulfate,8699
il,4564
decision,2438
polite,6816
opportunities,6315
label,5086
remix,7467
trenches,9220
porn,6860
peoples,6576
measure,5631
recalled,7319
doctorsagainstdiesel,2774
dishonest,2728
tx,9310
terrorism,8942
vr,9620
accord,189
eventually,3240
tonnes,9109
caused,1537
inhalers,4712
high,4330
tryna,9264
marathon,5549
intensive,4772
pushed,7177
obsessed,6210
texture,8957
recap,7321
gives,3938
gloves,3961
sprinkle,8444
determine,2600
inspiring,4746
transformed,9188
suicide,8693
june,4972
industrial,4672
lodato,5367
rem,7450
infants,4681
sanchez,7796
sorted,8339
2am,60
aide,352
purdah,7167
beds,910
outstanding,6372
emis,3054
pals,6445
ed,2971
origin,6350
detailed,2592
bands,821
ache,202
sue,8671
walked,9640
manufacture,5539
opened,6301
chemical,1646
beast,895
sooth,8332
complain,1962
rheumatism,7626
framework,3741
occurrence,6220
vows,9618
dm,2767
presenting,6959
tv,9294
needlessly,6019
grind,4083
drive,2864
filters,3561
asbestos,639
fish,3599
eyes,3380
packed,6416
viewing,9549
nunu,6173
pest,6611
stressing,8605
em,3038
alter,433
